employee_id,full_name,gender,age,department,job_level,education,hire_date,termination_date,employment_status,termination_reason,annual_salary,performance_rating,months_since_last_promotion,monthly_overtime_hours,job_satisfaction,commute_miles,work_arrangement,training_hours_last_year
E10385,Jessica Rodriguez,Female,35,Operations,Senior,PhD,2019-08-07,,Active,,88800.0,3,6,10.6,3.2,2.2,Hybrid,13
E10386,Mark Walker,Male,40,Engineering,Manager,PhD,2024-05-22,,Active,,211400.0,3,20,12.3,3.0,10.9,Hybrid,17
E10387,Brian Allen,Male,22,Engineering,Entry,Associate Degree,2026-07-21,,Active,,86100.0,4,1,5.5,4.7,0.5,Hybrid,27
E10388,Jonathan Miller,Male,26,Customer Support,Entry,Bachelor's,2019-08-16,2022-07-24,Terminated,Voluntary - Personal,44300.0,3,57,12.8,2.7,4.2,Hybrid,31
E10389,Emily Torres,Female,35,Operations,Associate,Master's,2022-07-24,,Active,,65500.0,1,19,24.9,2.7,4.8,Onsite,7
E10390,Daniel Walker,Male,32,Sales,Associate,Bachelor's,2022-09-08,2024-12-04,Terminated,Involuntary - Restructuring,83500.0,1,19,14.6,3.3,1.3,Hybrid,12
E10391,Rebecca Robinson,Female,44,IT,Lead,PhD,2023-05-24,,Active,,135600.0,4,7,10.5,3.7,4.3,Onsite,19
E10392,Jacob Robinson,Male,37,IT,Manager,High School,2024-07-22,,Active,,180300.0,3,25,14.1,3.1,24.6,Onsite,17
E10393,Jessica White,Female,32,IT,Associate,Master's,2021-12-26,,Active,,85500.0,3,1,4.1,4.2,2.1,Onsite,26
E10394,Mary Jackson,Female,32,Marketing,Senior,PhD,2024-11-26,,Active,,100900.0,4,15,12.4,4.3,0.5,Hybrid,14
E10395,Christopher Lewis,Male,40,Engineering,Associate,Bachelor's,2025-03-18,2026-01-19,Terminated,Involuntary - Performance,112500.0,2,17,0.0,3.7,5.7,Onsite,16
E10396,Sarah Wright,Female,37,Sales,Lead,Bachelor's,2025-12-13,,Active,,117000.0,3,8,23.6,2.7,9.5,Onsite,9
E10397,Jeffrey White,Male,43,Customer Support,Senior,Bachelor's,2019-06-18,,Active,,77700.0,2,18,24.8,2.6,20.1,Remote,4
E10398,Joseph Davis,Male,31,Customer Support,Associate,Master's,2026-07-17,2026-08-16,Terminated,Voluntary - Better Opportunity,54700.0,3,1,20.8,2.3,0.7,Onsite,10
E10399,Lisa Miller,Female,39,Marketing,Entry,Associate Degree,2019-09-20,,Active,,61600.0,4,11,7.2,4.5,17.3,Onsite,15
E10400,Mary Hernandez,Female,24,Finance,Associate,High School,2026-07-19,,Active,,88800.0,2,1,12.4,3.6,13.1,Onsite,20
E10401,Anthony Hernandez,Male,39,Engineering,Senior,High School,2020-04-15,,Active,,151800.0,1,13,7.8,1.7,0.5,Onsite,17
E10402,George Flores,Male,36,Operations,Senior,Bachelor's,2022-06-13,,Active,,84700.0,4,5,6.5,3.5,2.2,Remote,19
E10403,Stephen Martin,Male,41,Engineering,Lead,Bachelor's,2023-08-30,,Active,,182700.0,2,7,4.8,3.5,0.5,Hybrid,24
E10404,Michael Allen,Male,36,Sales,Associate,Bachelor's,2019-02-12,2024-07-29,Terminated,Voluntary - Relocation,92700.0,4,0,15.0,4.0,12.3,Onsite,32
E10405,Sarah Harris,Female,23,IT,Entry,Associate Degree,2022-12-10,,Active,,64300.0,1,5,12.4,3.5,3.8,Hybrid,19
E10406,Mark King,Male,30,Operations,Associate,Bachelor's,2023-06-16,,Active,,65800.0,3,17,9.7,3.0,24.7,Hybrid,24
E10407,Richard Young,Male,36,Engineering,Director,Master's,2026-06-15,,Active,,260000.0,4,2,5.7,3.5,1.5,Onsite,3
E10408,Linda Ramirez,Female,32,Engineering,Associate,Bachelor's,2020-06-02,,Active,,115800.0,2,42,9.9,3.8,0.8,Hybrid,13
E10409,Stephanie Sanchez,Female,33,Finance,Associate,Bachelor's,2020-01-31,,Active,,97300.0,3,14,5.3,3.3,5.9,Hybrid,0
E10410,Jennifer Thomas,Female,30,Operations,Entry,Bachelor's,2021-05-21,,Active,,47700.0,3,35,19.1,2.9,7.2,Hybrid,25
E10411,Linda Thompson,Female,26,Engineering,Associate,Bachelor's,2021-04-26,,Active,,112800.0,3,26,11.7,3.4,13.7,Onsite,14
E10412,Amanda Lee,Female,25,Engineering,Senior,PhD,2025-01-24,,Active,,137800.0,2,19,10.1,3.8,19.0,Onsite,30
E10413,Ryan Martin,Male,34,Operations,Associate,Associate Degree,2018-11-12,,Active,,71700.0,3,24,11.1,3.3,3.9,Hybrid,18
E10414,Lisa Hill,Female,31,IT,Associate,Associate Degree,2020-12-16,,Active,,84400.0,4,27,16.5,4.1,1.2,Remote,7
E10415,Christopher Anderson,Male,34,Customer Support,Entry,Bachelor's,2021-06-09,2021-11-03,Terminated,Involuntary - Performance,46100.0,2,20,10.9,2.9,1.4,Onsite,28
E10416,Jennifer Allen,Female,42,IT,Manager,Bachelor's,2023-03-16,2025-04-23,Terminated,Involuntary - Restructuring,163600.0,4,11,6.1,2.6,1.7,Onsite,31
E10417,Deborah Perez,Female,35,Marketing,Associate,Master's,2022-10-16,,Active,,80700.0,2,9,0.2,4.2,35.3,Hybrid,25
E10418,Amanda White,Female,37,Marketing,Lead,Bachelor's,2023-03-31,,Active,,122700.0,3,6,4.7,2.7,4.2,Hybrid,28
E10419,Michael Lewis,Male,32,IT,Senior,Bachelor's,2026-01-12,,Active,,107900.0,3,7,9.1,3.1,9.5,Hybrid,12
E10420,Jeffrey Hill,Male,45,Engineering,Senior,Bachelor's,2020-11-24,,Active,,150000.0,1,70,0.7,2.2,15.2,Hybrid,23
E10421,Nicholas Miller,Male,30,Operations,Senior,Bachelor's,2020-06-13,,Active,,87900.0,4,0,15.1,3.7,10.5,Hybrid,12
E10422,Lisa Walker,Female,38,Sales,Senior,High School,2021-11-03,,Active,,107000.0,3,15,10.9,3.0,18.8,Remote,30
E10423,Kevin Robinson,Male,41,Marketing,Manager,Master's,2021-10-31,,Active,,161700.0,2,1,7.1,3.4,1.4,Remote,18
E10424,Stephanie Hill,Female,23,Customer Support,Entry,PhD,2026-05-11,2026-06-26,Terminated,Voluntary - Better Opportunity,35600.0,4,3,25.4,2.9,23.9,Remote,20
E10425,Ashley Sanchez,Female,37,Engineering,Senior,Bachelor's,2019-07-21,,Active,,148400.0,3,14,13.4,3.0,9.5,Hybrid,18
E10426,Ashley Anderson,Female,21,Customer Support,Entry,Associate Degree,2023-07-17,,Active,,41800.0,2,6,16.8,2.8,3.0,Hybrid,29
E10427,Daniel Moore,Male,34,Marketing,Senior,Master's,2024-11-07,,Active,,100200.0,1,21,3.3,3.3,30.4,Hybrid,9
E10428,William Robinson,Male,38,Sales,Entry,Bachelor's,2023-12-22,,Active,,62000.0,3,16,12.3,2.3,1.5,Onsite,17
E10429,Stephanie Thompson,Female,29,Engineering,Associate,Bachelor's,2026-03-20,,Active,,108300.0,3,5,15.2,2.8,7.9,Remote,18
E10430,Eric Martinez,Male,34,Operations,Associate,Master's,2026-07-08,2026-08-15,Terminated,Voluntary - Better Opportunity,64200.0,4,1,20.5,4.2,3.3,Hybrid,17
E10431,Brian Garcia,Male,35,Sales,Senior,Bachelor's,2025-05-02,,Active,,109000.0,4,16,26.0,3.5,13.5,Hybrid,8
E10432,James Flores,Male,33,Operations,Lead,Master's,2020-09-06,,Active,,104200.0,2,25,6.6,3.2,6.7,Remote,13
E10433,Sandra Perez,Female,41,Engineering,Senior,Bachelor's,2022-04-03,,Active,,140900.0,3,3,0.7,3.0,11.8,Onsite,12
E10434,Susan Williams,Female,27,Customer Support,Associate,Bachelor's,2023-12-31,,Active,,53400.0,3,32,23.4,2.9,6.1,Onsite,21
E10435,Robert Anderson,Male,39,Sales,Entry,Bachelor's,2018-10-19,,Active,,67800.0,3,11,22.4,2.9,10.1,Hybrid,7
E10436,Sharon Ramirez,Female,21,Marketing,Associate,Associate Degree,2025-01-08,,Active,,74800.0,3,14,10.6,3.3,1.3,Onsite,37
E10437,Deborah Davis,Female,45,Sales,Senior,Bachelor's,2020-05-20,2025-05-01,Terminated,Involuntary - Performance,114500.0,2,18,12.7,3.8,1.0,Remote,19
E10438,Kevin Lee,Male,34,HR,Senior,Bachelor's,2022-04-26,2023-10-05,Terminated,Involuntary - Performance,99300.0,4,3,4.3,4.1,16.8,Onsite,13
E10439,Jason Anderson,Male,44,HR,Manager,Bachelor's,2026-05-28,2026-08-21,Terminated,Involuntary - Restructuring,135300.0,3,3,11.2,2.4,6.4,Onsite,18
E10440,Stephen Jones,Male,28,Operations,Entry,Master's,2023-08-28,,Active,,49000.0,3,25,10.2,2.2,4.4,Hybrid,3
E10441,Jonathan Martin,Male,25,Operations,Associate,Associate Degree,2025-12-30,,Active,,63600.0,3,7,10.2,4.7,12.6,Onsite,52
E10442,Carol Wilson,Female,25,Engineering,Entry,Master's,2023-06-18,,Active,,83900.0,4,1,5.8,3.9,6.0,Remote,38
E10443,Sharon Torres,Female,30,Operations,Associate,Bachelor's,2025-07-11,2025-08-24,Terminated,Voluntary - Better Opportunity,61600.0,3,0,15.3,3.2,4.7,Hybrid,18
E10444,Jason White,Male,34,Customer Support,Associate,Bachelor's,2020-12-18,,Active,,59500.0,2,42,17.0,2.9,3.8,Onsite,10
E10445,Jonathan Nguyen,Male,45,Sales,Lead,Bachelor's,2022-04-30,2022-11-30,Terminated,Involuntary - Performance,133800.0,2,50,18.2,2.8,5.4,Hybrid,14
E10446,Jacob Garcia,Male,28,Engineering,Associate,Associate Degree,2024-07-04,,Active,,108400.0,1,26,7.6,2.3,2.5,Onsite,25
E10447,Gary Smith,Male,41,IT,Senior,Master's,2021-11-28,2022-06-25,Terminated,Voluntary - Better Opportunity,123000.0,2,23,10.9,3.6,2.3,Remote,38
E10448,Carol Martin,Female,35,Marketing,Entry,Bachelor's,2018-09-19,,Active,,61200.0,2,30,2.2,3.0,0.5,Hybrid,36
E10449,Margaret Torres,Female,38,HR,Lead,High School,2020-12-02,,Active,,115900.0,2,8,2.0,3.7,2.6,Onsite,25
E10450,Thomas Perez,Male,34,Marketing,Lead,Bachelor's,2025-09-02,,Active,,125600.0,2,11,13.2,3.0,10.9,Onsite,16
E10451,Amy Allen,Female,33,Sales,Associate,Bachelor's,2023-07-04,2023-08-24,Terminated,Voluntary - Better Opportunity,82300.0,3,35,14.2,2.9,12.2,Onsite,14
E10452,Barbara Nguyen,Female,34,IT,Lead,Master's,2025-09-18,,Active,,135200.0,3,11,6.6,3.3,4.9,Onsite,10
E10453,Daniel Hill,Male,43,HR,Senior,Bachelor's,2021-12-14,2023-08-29,Terminated,Voluntary - Personal,97600.0,2,4,5.3,4.7,8.2,Hybrid,18
E10454,Sarah Davis,Female,41,Sales,Lead,Associate Degree,2020-06-19,2022-03-08,Terminated,Involuntary - Restructuring,124800.0,4,18,16.7,3.4,17.1,Hybrid,0
E10455,Susan Sanchez,Female,32,IT,Senior,High School,2024-02-26,,Active,,114700.0,3,16,6.8,3.5,0.9,Hybrid,26
E10456,Donna Wright,Female,31,HR,Manager,Bachelor's,2024-04-01,2025-03-01,Terminated,Voluntary - Better Opportunity,132800.0,3,1,5.4,3.2,9.5,Hybrid,26
E10457,Brian Torres,Male,28,Engineering,Entry,Associate Degree,2023-09-01,,Active,,88200.0,2,1,8.9,4.1,24.9,Hybrid,48
E10458,James Allen,Male,35,Operations,Manager,Bachelor's,2024-03-15,2025-01-17,Terminated,Involuntary - Restructuring,126800.0,1,13,10.9,2.4,6.5,Remote,22
E10459,Michael Robinson,Male,36,Operations,Associate,Bachelor's,2023-05-19,2026-06-26,Terminated,Involuntary - Restructuring,68300.0,4,3,7.1,2.2,1.0,Onsite,12
E10460,Lisa King,Female,45,Customer Support,Senior,Associate Degree,2019-07-21,,Active,,74800.0,1,42,19.8,1.4,0.5,Remote,34
E10461,Robert Hernandez,Male,26,Engineering,Associate,Master's,2024-01-23,,Active,,108800.0,3,1,12.2,3.3,24.2,Hybrid,23
E10462,Barbara Flores,Female,27,Operations,Manager,Master's,2025-06-02,,Active,,119500.0,3,2,0.0,3.3,14.3,Hybrid,29
E10463,Kimberly Hill,Female,45,IT,Director,Bachelor's,2018-09-06,,Active,,236800.0,3,9,0.0,4.1,19.1,Hybrid,19
E10464,Lisa Martinez,Female,39,Operations,Associate,Bachelor's,2020-01-01,,Active,,66600.0,3,34,11.3,3.4,11.8,Onsite,4
E10465,James Moore,Male,27,Finance,Associate,High School,2024-09-14,,Active,,96300.0,4,21,2.7,2.6,9.0,Onsite,24
E10466,Sharon Jones,Female,31,Sales,Senior,Bachelor's,2025-05-14,,Active,,99000.0,4,15,12.9,3.7,11.1,Onsite,26
E10467,Emily Allen,Female,37,IT,Lead,Bachelor's,2021-12-16,2022-03-03,Terminated,Voluntary - Personal,137700.0,2,10,7.2,2.8,6.4,Hybrid,22
E10468,Nicholas Anderson,Male,29,IT,Associate,High School,2024-05-06,,Active,,92100.0,3,18,13.7,3.4,5.1,Onsite,15
E10469,Betty Rodriguez,Female,31,HR,Entry,Bachelor's,2020-12-23,,Active,,55300.0,2,24,0.0,3.0,8.0,Hybrid,5
E10470,Nicholas Davis,Male,47,Customer Support,Senior,Master's,2020-10-01,,Active,,76700.0,2,7,13.4,2.1,2.7,Onsite,28
E10471,Sarah Nguyen,Female,25,Engineering,Entry,Bachelor's,2021-11-29,,Active,,85100.0,1,5,6.5,3.7,10.9,Hybrid,15
E10472,Emily Flores,Female,34,Sales,Lead,Associate Degree,2025-05-30,,Active,,118200.0,2,2,20.1,1.5,3.6,Onsite,1
E10473,Sharon Scott,Female,24,Sales,Entry,Bachelor's,2021-10-28,2025-08-30,Terminated,Voluntary - Better Opportunity,62800.0,3,15,18.5,2.5,10.6,Hybrid,30
E10474,Melissa King,Female,32,Marketing,Senior,Bachelor's,2026-04-06,2026-05-15,Terminated,Voluntary - Relocation,106100.0,2,0,3.9,3.1,26.3,Onsite,25
E10475,Patricia Sanchez,Female,51,Finance,Director,High School,2019-01-25,,Active,,246100.0,3,3,10.7,2.9,2.2,Hybrid,26
E10476,Mark Jones,Male,42,Engineering,Associate,High School,2021-05-19,,Active,,116500.0,2,13,13.2,3.8,5.3,Remote,8
E10477,James Lee,Male,46,Sales,Director,Master's,2025-06-15,,Active,,213700.0,4,14,21.4,3.4,6.3,Hybrid,18
E10478,Robert King,Male,28,Engineering,Entry,Bachelor's,2023-02-01,,Active,,85200.0,3,9,10.2,1.7,1.7,Onsite,26
E10479,Larry Miller,Male,25,Sales,Senior,Bachelor's,2022-07-04,,Active,,113600.0,3,16,15.1,2.7,30.3,Remote,10
E10480,Paul Anderson,Male,33,Sales,Entry,Bachelor's,2019-02-15,,Active,,70400.0,2,10,19.3,2.7,5.7,Onsite,9
E10481,Sandra Lee,Female,36,Engineering,Lead,Master's,2019-06-15,,Active,,179100.0,3,34,6.2,2.8,45.4,Hybrid,15
E10482,Nicholas Clark,Male,46,HR,Senior,Master's,2019-02-06,,Active,,104500.0,4,3,0.0,2.9,25.7,Hybrid,23
E10483,Stephanie Young,Female,35,Marketing,Senior,Bachelor's,2020-02-13,,Active,,107700.0,2,12,14.0,2.9,6.2,Hybrid,35
E10484,Ronald Davis,Male,51,Sales,Manager,Bachelor's,2023-04-20,2026-03-19,Terminated,Voluntary - Personal,164000.0,3,19,8.1,2.4,6.0,Hybrid,17
E10485,Stephen Brown,Male,21,Finance,Entry,Bachelor's,2023-04-28,,Active,,73700.0,4,7,0.0,3.4,9.0,Hybrid,20
E10486,Jacob Nguyen,Male,28,Operations,Senior,Master's,2024-02-28,2026-08-08,Terminated,Voluntary - Personal,84200.0,2,20,11.7,3.5,1.9,Onsite,14
E10487,Larry Martinez,Male,47,Customer Support,Director,Bachelor's,2022-09-14,,Active,,144700.0,1,2,9.1,2.2,14.7,Onsite,15
E10488,Emily Jackson,Female,27,Engineering,Associate,PhD,2026-01-20,,Active,,104300.0,4,1,5.4,3.1,9.5,Onsite,5
E10489,Richard Ramirez,Male,29,Engineering,Associate,Bachelor's,2019-12-04,,Active,,118500.0,3,5,13.6,2.6,4.9,Hybrid,4
E10490,Jonathan Lewis,Male,45,Engineering,Manager,Bachelor's,2023-10-02,,Active,,224400.0,2,19,9.7,3.3,21.9,Onsite,25
E10491,Betty Walker,Female,28,Sales,Associate,Bachelor's,2024-07-08,,Active,,77000.0,4,6,15.6,3.0,2.1,Hybrid,23
E10492,Richard Harris,Male,46,IT,Manager,Bachelor's,2024-11-14,,Active,,166300.0,3,5,17.0,3.1,10.9,Hybrid,26
E10493,Rebecca Hill,Female,31,Marketing,Senior,Master's,2022-04-20,,Active,,102500.0,2,2,7.7,3.2,10.1,Hybrid,16
E10494,Larry Anderson,Male,35,Customer Support,Senior,Master's,2020-03-24,,Active,,74500.0,3,28,17.7,3.5,8.0,Onsite,21
E10495,Amanda White,Female,22,Sales,Associate,Bachelor's,2023-06-04,,Active,,78800.0,2,19,21.8,2.1,14.9,Hybrid,27
E10496,Cynthia Young,Female,40,Sales,Manager,Bachelor's,2024-06-13,2026-06-29,Terminated,Voluntary - Relocation,154500.0,3,20,18.2,1.9,4.9,Hybrid,22
E10497,Ryan Anderson,Male,41,Engineering,Manager,Master's,2018-09-13,,Active,,240100.0,3,0,9.1,3.7,5.5,Onsite,13
E10498,Ryan Rodriguez,Male,29,Finance,Associate,Bachelor's,2020-07-24,,Active,,101900.0,3,23,8.1,2.5,2.7,Onsite,36
E10499,Lisa Miller,Female,41,IT,Senior,Bachelor's,2024-06-16,2025-05-21,Terminated,Involuntary - Restructuring,118300.0,2,4,15.1,2.2,5.1,Hybrid,30
E10500,Melissa Martinez,Female,42,Marketing,Manager,Bachelor's,2022-12-09,,Active,,145600.0,3,4,6.9,4.4,3.1,Hybrid,7
E10501,Gary Jones,Male,30,Marketing,Senior,Master's,2023-08-21,,Active,,107300.0,2,4,10.6,2.8,15.5,Remote,6
E10502,Mary Perez,Female,37,Engineering,Manager,Bachelor's,2019-09-17,,Active,,229000.0,4,32,3.9,3.2,3.7,Hybrid,26
E10503,Paul Jones,Male,38,Customer Support,Senior,Bachelor's,2025-04-10,,Active,,74100.0,2,6,15.8,2.8,0.7,Onsite,23
E10504,Ryan Davis,Male,31,Customer Support,Lead,Master's,2021-03-26,,Active,,92400.0,3,42,23.9,1.8,9.5,Remote,30
E10505,Karen Jones,Female,32,Customer Support,Senior,Bachelor's,2024-12-09,2025-04-20,Terminated,Voluntary - Personal,70300.0,2,20,15.2,2.7,14.6,Hybrid,3
E10506,Christopher White,Male,40,Customer Support,Senior,Bachelor's,2021-04-11,2024-06-21,Terminated,Involuntary - Restructuring,77600.0,2,12,12.8,3.0,20.9,Hybrid,20
E10507,Larry King,Male,34,Engineering,Senior,Bachelor's,2019-08-10,,Active,,157700.0,3,2,3.0,2.7,13.7,Onsite,25
E10508,Ronald Hill,Male,41,Sales,Senior,PhD,2020-04-26,,Active,,113800.0,3,0,13.5,3.3,0.9,Hybrid,17
E10509,William Miller,Male,32,Finance,Associate,Master's,2024-01-10,,Active,,96000.0,2,20,0.3,4.0,2.4,Remote,18
E10510,Thomas Scott,Male,40,Operations,Senior,Bachelor's,2019-04-19,,Active,,86500.0,3,40,12.6,2.8,8.7,Hybrid,8
E10511,Deborah Johnson,Female,40,Sales,Associate,Bachelor's,2020-04-16,2025-05-22,Terminated,Involuntary - Performance,82900.0,3,3,16.0,3.3,27.7,Remote,18
E10512,Kimberly Nguyen,Female,40,Customer Support,Manager,Associate Degree,2021-10-13,2024-08-03,Terminated,Voluntary - Better Opportunity,107900.0,2,0,14.7,2.7,2.1,Hybrid,14
E10513,Kevin Wright,Male,29,Sales,Senior,Bachelor's,2022-08-11,,Active,,115400.0,2,15,16.3,3.1,9.1,Hybrid,25
E10514,Patricia King,Female,36,Finance,Senior,Bachelor's,2020-08-23,,Active,,125600.0,2,54,0.1,4.3,0.5,Remote,32
E10515,Emily Smith,Female,45,Sales,Director,Master's,2023-11-12,2025-10-11,Terminated,Involuntary - Performance,207600.0,1,15,6.0,3.1,18.3,Hybrid,22
E10516,Sharon Wright,Female,45,Sales,Associate,Bachelor's,2019-09-17,,Active,,84000.0,3,24,11.4,3.2,3.4,Remote,14
E10517,Richard Lee,Male,32,Engineering,Associate,Bachelor's,2021-08-26,,Active,,111900.0,2,0,17.6,1.7,4.7,Hybrid,12
E10518,George Johnson,Male,26,HR,Associate,Bachelor's,2025-12-17,,Active,,71300.0,2,8,3.1,2.9,7.9,Remote,27
E10519,Patricia Robinson,Female,30,Sales,Entry,Bachelor's,2025-05-07,,Active,,56700.0,4,8,17.9,3.5,4.0,Hybrid,26
E10520,Michelle Ramirez,Female,25,Sales,Entry,Bachelor's,2024-03-06,,Active,,62800.0,3,8,14.2,3.2,1.2,Hybrid,20
E10521,William Smith,Male,37,Sales,Director,Bachelor's,2026-02-12,2026-05-09,Terminated,Voluntary - Better Opportunity,213100.0,2,4,21.3,2.9,3.1,Remote,33
E10522,Michelle Martin,Female,31,Operations,Associate,PhD,2024-05-31,,Active,,61000.0,2,27,9.3,3.0,4.4,Remote,27
E10523,Anthony Davis,Male,35,Engineering,Senior,Master's,2020-06-02,,Active,,162700.0,3,55,9.0,4.0,3.2,Onsite,17
E10524,Jennifer King,Female,26,Customer Support,Associate,Master's,2026-06-24,2026-08-08,Terminated,Voluntary - Personal,49300.0,3,2,18.3,3.4,6.2,Hybrid,29
E10525,Kimberly Johnson,Female,34,Engineering,Associate,Master's,2020-11-18,,Active,,109100.0,3,2,2.1,3.3,6.8,Onsite,29
E10526,Thomas Walker,Male,41,Customer Support,Manager,Associate Degree,2018-09-26,,Active,,114000.0,4,39,15.7,4.4,33.9,Onsite,26
E10527,Jacob Sanchez,Male,43,Engineering,Senior,Bachelor's,2025-03-23,,Active,,147000.0,4,17,6.7,3.9,3.1,Hybrid,15
E10528,Laura Martinez,Female,32,Sales,Entry,Bachelor's,2023-06-19,2023-11-12,Terminated,Involuntary - Restructuring,59400.0,2,15,13.4,2.6,9.1,Remote,15
E10529,Steven Walker,Male,30,Marketing,Entry,Master's,2023-01-09,,Active,,59400.0,1,1,0.0,3.3,21.5,Onsite,1
E10530,Rebecca Allen,Female,34,HR,Lead,Bachelor's,2023-12-14,,Active,,102300.0,2,23,5.4,2.9,2.1,Onsite,20
E10531,Richard Perez,Male,41,Engineering,Lead,Master's,2019-05-17,,Active,,182700.0,4,87,6.3,2.1,4.2,Hybrid,14
E10532,Jennifer Taylor,Female,39,Operations,Senior,Master's,2019-08-11,2024-03-14,Terminated,Involuntary - Performance,89600.0,3,18,6.5,3.7,3.0,Hybrid,18
E10533,Emily Ramirez,Female,29,Engineering,Entry,Master's,2025-05-28,,Active,,78400.0,4,15,5.1,2.3,3.3,Onsite,18
E10534,Edward Davis,Male,33,HR,Manager,Associate Degree,2024-07-26,,Active,,139800.0,2,25,8.2,3.4,3.0,Hybrid,21
E10535,David Wright,Male,33,Engineering,Lead,Master's,2026-05-23,2026-07-30,Terminated,Involuntary - Performance,174400.0,3,3,13.6,3.1,0.5,Hybrid,26
E10536,Sarah Young,Female,38,Marketing,Lead,Associate Degree,2024-08-19,,Active,,116200.0,2,1,2.3,3.2,5.1,Hybrid,28
E10537,Sharon Taylor,Female,23,Finance,Associate,Bachelor's,2024-09-17,,Active,,93800.0,2,17,4.9,3.5,2.6,Remote,6
E10538,Thomas Smith,Male,38,Sales,Associate,PhD,2022-11-08,2023-01-01,Terminated,Voluntary - Personal,86300.0,1,38,15.9,2.2,15.9,Remote,33
E10539,Ronald Garcia,Male,29,Engineering,Entry,Bachelor's,2020-07-08,,Active,,91900.0,4,30,10.8,3.4,7.8,Onsite,6
E10540,Susan Clark,Female,21,Operations,Entry,Bachelor's,2021-09-04,,Active,,51200.0,2,6,9.6,3.1,3.5,Remote,13
E10541,Cynthia King,Female,30,Engineering,Associate,Master's,2025-12-14,,Active,,104500.0,3,8,12.8,3.0,45.7,Hybrid,2
E10542,Robert Johnson,Male,40,Customer Support,Manager,Bachelor's,2025-02-21,,Active,,104600.0,3,8,24.4,2.0,15.2,Remote,35
E10543,Michelle Smith,Female,31,Marketing,Entry,High School,2022-03-27,,Active,,60500.0,4,53,5.2,3.7,25.7,Hybrid,17
E10544,Kevin Gonzalez,Male,50,IT,Manager,Bachelor's,2022-09-23,,Active,,172000.0,2,0,1.6,3.9,14.9,Hybrid,18
E10545,Kimberly Torres,Female,21,Operations,Associate,Associate Degree,2026-03-21,2026-07-03,Terminated,Involuntary - Restructuring,58300.0,4,5,3.7,3.7,2.9,Remote,25
E10546,Thomas King,Male,41,IT,Senior,Master's,2018-09-12,,Active,,129100.0,3,12,6.4,4.4,8.2,Hybrid,29
E10547,Michelle Rodriguez,Female,47,Sales,Senior,Associate Degree,2021-03-19,2021-10-17,Terminated,Voluntary - Better Opportunity,114300.0,4,3,11.4,4.2,1.3,Onsite,25
E10548,James Perez,Male,37,Customer Support,Senior,Associate Degree,2022-04-15,,Active,,78700.0,3,17,15.2,2.6,10.8,Onsite,18
E10549,George Robinson,Male,35,Marketing,Entry,Bachelor's,2023-01-07,,Active,,59600.0,5,6,0.0,4.2,9.3,Onsite,29
E10550,Edward Harris,Male,43,IT,Manager,Master's,2023-10-24,2025-10-23,Terminated,Voluntary - Personal,169000.0,3,2,7.9,2.7,6.4,Hybrid,28
E10551,Ryan Gonzalez,Male,28,Engineering,Associate,Bachelor's,2019-02-06,,Active,,121000.0,4,4,0.0,4.5,1.9,Onsite,0
E10552,Jeffrey Jackson,Male,27,IT,Associate,Bachelor's,2025-09-20,,Active,,89800.0,4,11,2.2,4.1,2.0,Hybrid,0
E10553,Lisa Ramirez,Female,24,Engineering,Entry,Bachelor's,2019-06-06,,Active,,89900.0,2,2,9.8,2.5,4.0,Remote,19
E10554,Jacob Harris,Male,32,Marketing,Senior,Bachelor's,2022-11-24,,Active,,106800.0,1,0,8.8,3.8,2.2,Hybrid,10
E10555,Karen Anderson,Female,44,Engineering,Lead,Bachelor's,2021-08-14,,Active,,166600.0,4,13,8.5,2.7,0.5,Hybrid,31
E10556,Jeffrey Miller,Male,25,IT,Associate,High School,2023-12-06,,Active,,90900.0,4,19,7.0,3.4,0.8,Hybrid,24
E10557,Jessica Gonzalez,Female,34,Sales,Senior,Bachelor's,2020-05-03,,Active,,113300.0,3,8,21.1,3.6,0.5,Hybrid,5
E10558,Emily Lewis,Female,34,Finance,Lead,Master's,2024-11-30,,Active,,139200.0,4,16,8.1,2.9,18.3,Onsite,10
E10559,Steven Torres,Male,34,HR,Entry,Bachelor's,2020-07-31,,Active,,60300.0,3,4,1.7,4.1,10.2,Remote,3
E10560,Barbara Martin,Female,40,Engineering,Manager,High School,2022-02-19,,Active,,209700.0,2,49,4.3,2.7,5.6,Onsite,16
E10561,Sarah Young,Female,33,Sales,Associate,Bachelor's,2022-01-22,2026-05-21,Terminated,Involuntary - Restructuring,78900.0,2,5,12.7,3.7,3.3,Onsite,34
E10562,Cynthia Young,Female,36,Engineering,Lead,Bachelor's,2024-05-02,,Active,,172600.0,3,7,12.7,2.6,13.0,Hybrid,24
E10563,Paul Clark,Male,27,Finance,Associate,Bachelor's,2022-03-26,,Active,,96500.0,3,41,10.8,2.9,21.8,Hybrid,26
E10564,Patricia Young,Female,36,Customer Support,Associate,Bachelor's,2020-10-26,,Active,,53500.0,3,19,19.0,2.6,9.6,Hybrid,22
E10565,Lisa Lewis,Female,41,Finance,Lead,High School,2020-06-21,,Active,,146300.0,4,7,11.5,4.1,5.9,Onsite,24
E10566,Amy Martin,Female,33,IT,Associate,Master's,2022-07-01,,Active,,93300.0,3,17,15.0,2.8,2.1,Hybrid,15
